name,description,link,facebook,linkedin,instagram,youtube,website
Asian/American Women's Association,"This organization provides an inclusive community and respectful discussion for Asian/American women in an effort to promote our identity, especially in relation to the current social, cultural, and political landscape.",https://orgcentral.psu.edu/organization/asianamericanwomensassociation,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Assembly of God Chi Alpha,"Promotes the spiritual and social life of young people at the University by providing opportunities for worship, fellowship, training, and evangelism.",https://orgcentral.psu.edu/organization/chialpha,https://www.facebook.com/chialphapennstate,N/A,https://www.instagram.com/chialphapsu,N/A,http://sites.psu.edu/chialpha
Asset Management Group,"The purpose of the Asset Management Group is to create zero-barrier opportunities for students passionate about finance and economics to learn about the effects of various types of securities on a portfolio, while also getting networking/career advice.",https://orgcentral.psu.edu/organization/asset-management-group,N/A,https://www.linkedin.com/company/penn-state-asset-management-group,https://www.instagram.com/psu_amg,N/A,https://go.microsoft.com/fwlink
Assistance in Transition,"Assistance in Transition to University Park (AT UP)'s mission is: &quot;(t)o provide a flawless transition that supports the academic, professional, and social development for our fellow change of campus business students.&quot;",https://orgcentral.psu.edu/organization/at-up,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Assistive Technology Club,"Our mission is to create innovative products that enhance the interaction of individuals with disabilities with the world around them, empowering them to lead more independent and fulfilling lives.",https://orgcentral.psu.edu/organization/atc,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Association for Computing Machinery,"Promotes an increased knowledge of the science, design, development, construction, languages, and applications of modern computing machinery. Our goal is to foster a community of students interested in computer science and software engineering.",https://orgcentral.psu.edu/organization/association-for-computing-machinery,N/A,https://www.linkedin.com/company/association-for-computing-machinery-penn-state0,https://www.instagram.com/pennstateacm,N/A,https://acm.psu.edu/
Association for India's Development,"Initiates and supports projects addressing the issues of literacy, health care, family planning, women's empowerment, micro-credit, rural development, and the environment in India.",https://orgcentral.psu.edu/organization/aidpsu,https://www.facebook.com/aidpsu,N/A,https://www.instagram.com/aidpsu,https://www.youtube.com/channel/UCg6o2OCkQJYygFErlY8bb5g,https://sites.psu.edu/aidpsu
Association For Transgender Experience in Research,"AFTER is focused on increasing transgender participation in studies at Penn State! We seek out research opportunities to get involved with as participants, and meet biweekly to discuss all sorts of things.",https://orgcentral.psu.edu/organization/after,N/A,N/A,https://www.instagram.com/after_psu,N/A,https://go.microsoft.com/fwlink
Association for Women Geoscientists,We are the Penn State Student Chapter of Association for Women Geoscientists (AWG). AWG is a student-led organization that seeks to enhance the community and participation of all people interested in Geoscience at Penn State!,https://orgcentral.psu.edu/organization/psuawg,https://www.facebook.com/PSUAWG,N/A,https://www.instagram.com/awg.psu,N/A,https://sites.psu.edu/awgpennstate
Association for Women in Sports Media,"The purpose of AWSM Penn State, a student chapter of the Association for Women in Sports Media, is to advocate for and support women who work in or aspire to work in sports media organizations, including print, internet, broadcast, and public relations.",https://orgcentral.psu.edu/organization/awsm,N/A,https://www.linkedin.com/company/penn-state-association-for-women-in-sports-media,https://www.instagram.com/awsmpennstate,N/A,https://go.microsoft.com/fwlink
Association of Energy Engineers,"As a professional society for energy engineers, and those interested in energy, we set our members up for success in their future careers. Hearing from industry speakers and hands-on experiences, you build your network and technical experience.",https://orgcentral.psu.edu/organization/energyengineers,N/A,https://www.linkedin.com/company/societyofenergyengineers,http://www.instagram.com/aee.psu,N/A,https://go.microsoft.com/fwlink
Association of Residence Hall Students,University Park's on-campus student government. Encourages the betterment of community on-campus; realizes and strives for the improvement of the quality of life through events and outreach for any students who are at University Park.,https://orgcentral.psu.edu/organization/arhs,N/A,N/A,https://www.instagram.com/arhspsu,N/A,https://go.microsoft.com/fwlink
Association of Water Students at Penn State,The Penn State Association of Water Students (PAWS) is intended for students from across different plans of study and departments who are interested and/or involved in water issues and research activities.,https://orgcentral.psu.edu/organization/paws,N/A,N/A,N/A,N/A,https://sites.psu.edu/pennstatewater
Association of Women in Computing,"To attract and retain more women and non-binary people in Computer Science, Computer Engineering, and Electrical Engineering majors by providing an environment of female and non-binary peers and a place where anyone can ask questions freely in an open...",https://orgcentral.psu.edu/organization/association-of-women-in-computing,https://www.facebook.com/awcpsu,https://www.linkedin.com/company/association-of-women-in-computing-at-penn-state-university,https://www.instagram.com/awc_pennstate,N/A,https://go.microsoft.com/fwlink
Astronomy Club,"The Penn State Astronomy Club serves as a space for members to learn about various aspects of astronomy, share in stargazing sessions, and so much more! Reach out for more information on how you can join!",https://orgcentral.psu.edu/organization/astro,N/A,N/A,https://www.instagram.com/psuastronomy,N/A,http://www.clubs.psu.edu/up
Asylum Music Club,"Asylum exists to bring together the students of Penn State through shared musical tastes, as well as to book, promote, and run shows for both local and traveling artists right here in State College. Asylum serves as an alternative music appreciation club",https://orgcentral.psu.edu/organization/asylummusicclub,N/A,N/A,https://www.instagram.com/asylummusicclub.psu,N/A,https://go.microsoft.com/fwlink
Atlas,"Atlas is a Special Interest Organization that supports Penn State THON. We are driven to support our 6 families, forge lasting friendships, and create a community of passionate changemakers who Raise The World in pursuit of a cure for childhood cancer.",https://orgcentral.psu.edu/organization/atlas,https://www.facebook.com/AtlasBenefitingTHON,N/A,https://www.instagram.com/atlas_psu,https://www.youtube.com/user/ATLASFTK,https://go.microsoft.com/fwlink
Audio Engineering Society,"Disseminates and bolsters educational and scientific knowledge in audio engineering, and promotes the advancement of the science and its allied arts in both theoretical and practical application. Check out our site here: https://sites.psu.edu/psuaes/",https://orgcentral.psu.edu/organization/psuaes,https://www.facebook.com/PennStateAES,https://www.linkedin.com/company/psu-aes,N/A,N/A,https://sites.psu.edu/psuaes
Audiology Club,The purpose of this club shall be: 1. To spread awareness of audiology to community 2. To become familiar with the procedures and proper equipment used in audiology 3. To provide free service for the community,https://orgcentral.psu.edu/organization/audiologyclub,N/A,N/A,https://www.instagram.com/psu_audiologyclub,N/A,http://sites.psu.edu/audiologyclub
Automotive Business Club,"The mission of the Automotive Business Club (ABC) is to bring together students who share a passion for the automotive industry, with a focus on the business, leadership, and financial aspects of the industry.",https://orgcentral.psu.edu/organization/automotivebusinessclub,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Autonomous Robotics Competition Club,The purpose of this club is to compete in autonomous robotic competitions with a focus on using multi-copter aerial vehicles.,https://orgcentral.psu.edu/organization/arcc,N/A,N/A,N/A,N/A,https://sites.psu.edu/arcc
Aviation Society,"The purpose of the club is to foster a community of aviation enthusiasts within Penn State University. The club aims to promote aviation, facilitate networking, organize trips, and host events.",https://orgcentral.psu.edu/organization/aviation,N/A,http://linkedin.com/company/aviationsociety,https://www.instagram.com/pennstateaviation,N/A,https://go.microsoft.com/fwlink
Axis,"Axis aims to set the standard for hard work and persistence in the fight against childhood cancer. With passion and dedication, our mission is to support the Calvanelli family, surpass our fundraising goals, and build lasting relationships. For The Kids!",https://orgcentral.psu.edu/organization/axis,https://www.facebook.com/axisthon,https://www.linkedin.com/company/18262546,https://www.instagram.com/axispsu,N/A,https://go.microsoft.com/fwlink
Ayuda,"AYUDA was created to participate in the Penn State IFC/Panhellenic Dance Marathon, raise funds for Four Diamonds at the Hershey Medical Center and the families it supports, and build community between Penn State students with a shared mission.",https://orgcentral.psu.edu/organization/ayuda,https://www.facebook.com/AYUDA.FTK,N/A,https://www.instagram.com/ayuda_psu,N/A,https://go.microsoft.com/fwlink
Baking Club,"The Baking Club at Penn State strives to connect individuals who are interested in all aspects of Baking, whether that's eating food or exploring the culinary arts, and provides them the space to express their passions",https://orgcentral.psu.edu/organization/baking-club,N/A,N/A,https://instagram.com/thepsubakingclub,N/A,https://go.microsoft.com/fwlink
